image,id,name,year,type,displaytype,discipline,savings,impact,topic
ross.jpeg,https://www.lib.uidaho.edu/open/thinkopen_ross.html,Ross Miller,2018,gradstudent,Graduate Student,Physics,"$40,000.00",140 and counting!,"By switching to an open textbook, College Physics, Ross saved students tens of thousands of dollars in just one semester! "
