title,description,date,creator,location,image_src,image_alt,current
2021 Pride Month Display,"The U of I Library is showcasing a Pride Month display that highlights the voices and lived experiences of LGBTQ2IA+ peoples through memoirs, fiction, art, history, graphic novels, DVDs, and infographics. Swing by the library's first floor to check out the exhibit in person!",2021-06,"Carr, Shelley","First Floor, University of Idaho Library",https://www.lib.uidaho.edu/media/dei/exhibit-pride.jpg,library exhibit featuring pride resources,true
